drug_name,fact_type,extraction_method,condition,severity,frequency,interactant,clinical_effect,management
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Flatulence,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Pancreatitis,HIGH,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Vomiting,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Tinnitus,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Eye pain,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Diplopia,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Conjunctivitis,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Gingival hyperplasia,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Allergic reaction,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Asthenia,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,LLM_FALLBACK,Back pain,MEDIUM,<1% but >0.1%,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Edema,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Nausea,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Palpitations,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Abdominal Pain,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Dizziness,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Fatigue,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Palpitation,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Flushing,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Somnolence,MEDIUM,,,,
amlodipine,SAFETY_SIGNAL,STRUCTURED_PARSE,Coronary Revascularization,MEDIUM,,,,
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Colchicine,"Cases of myopathy, including rhabdomyolysis",Exercise caution when prescribing
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,Niacin (lipid-modifying doses),Increased risk of myopathy,Not specified
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,Cyclosporine,Significantly increased atorvastatin AUC and bioavailability,Avoid co-administration
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Clarithromycin,Significantly increased atorvastatin AUC,Caution when atorvastatin dose exceeds 20 mg
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Other Fibrates,Increased risk of myopathy,Administer with caution
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,HIV protease inhibitors,Significantly increased atorvastatin AUC,"Varies by specific inhibitor - avoid tipranavir plus ritonavir, dose limits for others"
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Digoxin,Increased steady state plasma digoxin concentrations by approximately 20%,Monitor patients appropriately
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,Gemfibrozil,Increased risk of myopathy/rhabdomyolysis,Avoid concomitant administration
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,Fibric acid derivatives,Increased risk of myopathy,Not specified
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Rifampin,Variable reductions in plasma concentrations of atorvastatin,Simultaneous co-administration recommended
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,CYP3A4 inducers,Variable reductions in plasma concentrations of atorvastatin,Not specified
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Niacin,Enhanced risk of skeletal muscle effects,Consider reduction in atorvastatin dosage
atorvastatin,INTERACTION,LLM_FALLBACK,,MILD,,Grapefruit Juice,Increased plasma concentrations of atorvastatin,Not specified
atorvastatin,INTERACTION,LLM_FALLBACK,,MODERATE,,Itraconazole,Significantly increased atorvastatin AUC,Caution when atorvastatin dose exceeds 20 mg
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,Strong CYP 3A4 inhibitors,Increased risk of myopathy and increased plasma concentrations of atorvastatin,Not specified
atorvastatin,INTERACTION,LLM_FALLBACK,,SEVERE,,Telaprevir,Significantly increased atorvastatin AUC,Avoid concomitant use
atorvastatin,INTERACTION,LLM_FALLBACK,,MILD,,Oral Contraceptives,Increased AUC values for norethindrone and ethinyl estradiol,Consider when selecting oral contraceptive
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Pain in extremity,MEDIUM,6.0%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Urinary tract infection,MEDIUM,5.7%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Myalgia,MEDIUM,0.7%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Dyspepsia,MEDIUM,4.7%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Muscle spasms,MEDIUM,3.6%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Pharyngolaryngeal pain,MEDIUM,2.3%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Insomnia,MEDIUM,3.0%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Tinnitus,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Diabetes mellitus,HIGH,6.1%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Anaphylaxis,CRITICAL,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Angioedema,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Erythema multiforme,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Stevens-Johnson syndrome,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Toxic epidermal necrolysis,CRITICAL,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Rhabdomyolysis,CRITICAL,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Myositis,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Fatigue,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Tendon rupture,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Hepatic failure,CRITICAL,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Dizziness,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Depression,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Peripheral neuropathy,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Pancreatitis,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Interstitial lung disease,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Memory loss,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Forgetfulness,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Amnesia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Memory impairment,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Confusional state,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Nausea,MEDIUM,0.4%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Diarrhoea,MEDIUM,0.5%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Nasopharyngitis,MEDIUM,8.3%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Arthralgia,MEDIUM,6.9%,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Malaise,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Pyrexia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Abdominal discomfort,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Eructation,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Flatulence,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Hepatitis,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Cholestasis,HIGH,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Musculoskeletal pain,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Muscle fatigue,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Neck pain,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Joint swelling,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Hyperglycaemia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Nightmare,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Epistaxis,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Urticaria,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,LLM_FALLBACK,Vision blurred,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Urinary tract infection,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Muscle Spasms,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Myalgia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Insomnia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Pharyngolaryngeal pain,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Pain in extremity,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Diarrhea,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,"Canada, M9L 1T9",MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Apotex Inc,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Musculoskeletal pain,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Nausea,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Adverse Reaction,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Dyspepsia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Manufactured By,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Arthralgia,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,Nasopharyngitis,MEDIUM,,,,
atorvastatin,SAFETY_SIGNAL,STRUCTURED_PARSE,"Toronto, Ontario",MEDIUM,,,,
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Quinidine,Increased blood levels of the R(+) enantiomer of carvedilol,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Trichloroethylene,Not specified,Particular care should be taken when used perioperatively
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Cyclopropane,Not specified,Particular care should be taken when used perioperatively
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Ether,Not specified,Particular care should be taken when used perioperatively
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Anesthetic agents that depress myocardial function,Not specified,Particular care should be taken when used perioperatively
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Oral hypoglycemics,Enhanced blood-sugar-reducing effect,Regular monitoring of blood glucose is recommended
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Calcium channel blockers of the verapamil type,Not specified,Monitor ECG and blood pressure
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Diltiazem,Conduction disturbance (rarely with hemodynamic compromise),Monitor ECG and blood pressure
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Fluconazole,"Enhanced β-blocking activity, further slowing of the heart rate or cardiac conduction","Patients should be observed for signs of bradycardia or heart block, particularly when one agent is added to pre-existing treatment with the other"
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,CYP2C9 inhibitors,"Enhanced β-blocking activity, further slowing of the heart rate or cardiac conduction","Patients should be observed for signs of bradycardia or heart block, particularly when one agent is added to pre-existing treatment with the other"
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Amiodarone,"Increased concentrations of the S(-)-enantiomer of carvedilol by at least 2 fold, enhanced β-blocking activity, further slowing of the heart rate or cardiac conduction","Patients should be observed for signs of bradycardia or heart block, particularly when one agent is added to pre-existing treatment with the other"
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Cimetidine,Increased AUC by about 30% but caused no change in Cmax,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Rifampin,Reduced plasma concentrations of carvedilol by about 70%,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Digoxin,Digoxin concentrations are increased by about 15%,"Increased monitoring of digoxin is recommended when initiating, adjusting, or discontinuing carvedilol tablets"
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Insulin,Enhanced blood-sugar-reducing effect,Regular monitoring of blood glucose is recommended
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Verapamil,Not specified,Monitor ECG and blood pressure
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Digitalis Glycosides,Increased risk of bradycardia,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Cyclosporine,Modest increases in mean trough cyclosporine concentrations,Monitor cyclosporine concentrations closely after initiation of carvedilol therapy and adjust the dose of cyclosporine as appropriate
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Clonidine,Hypotension and bradycardia,"When concomitant treatment is to be terminated, the β-blocker should be discontinued first. Clonidine therapy can then be discontinued several days later by gradually decreasing the dosage"
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Monoamine oxidase inhibitors,Signs of hypotension and/or severe bradycardia,Observe closely for signs of hypotension and/or severe bradycardia
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Reserpine,Signs of hypotension and/or severe bradycardia,Observe closely for signs of hypotension and/or severe bradycardia
carvedilol,INTERACTION,LLM_FALLBACK,,SEVERE,,Catecholamine-depleting drugs,Signs of hypotension and/or severe bradycardia,Observe closely for signs of hypotension and/or severe bradycardia
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Propafenone,Increased blood levels of the R(+) enantiomer of carvedilol,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Paroxetine,Increased blood levels of the R(+) enantiomer of carvedilol,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,Fluoxetine,Increased blood levels of the R(+) enantiomer of carvedilol,Not specified
carvedilol,INTERACTION,LLM_FALLBACK,,MODERATE,,CYP2D6 Inhibitors,Increased blood levels of the R(+) enantiomer of carvedilol,Not specified
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hyperglycaemia,MEDIUM,12%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Asthenia,MEDIUM,7%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Lung oedema,HIGH,>3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Dizziness,MEDIUM,"1.3% on carvedilol, 0.6% on placebo",,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Anaemia,MEDIUM,>3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Dyspnoea,MEDIUM,>3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Haematuria,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Albuminuria,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Renal impairment,HIGH,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Blurred vision,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Impotence,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Somnolence,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Thrombocytopenia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Purpura,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Muscle spasms,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hyperkalemia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Weight decreased,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Leg oedema,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Diabetes mellitus,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypervolaemia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Glycosuria,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hyponatraemia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypoglycaemia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hyperuricaemia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Periodontitis,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Melaena,HIGH,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Paraesthesia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Vertigo,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypoesthesia,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Hypertension,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Palpitations,MEDIUM,>1% to ≤3%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Leukopenia,MEDIUM,>0.1% to ≤1%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Vomiting,MEDIUM,6%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Weight increased,MEDIUM,10%,,,
carvedilol,SAFETY_SIGNAL,LLM_FALLBACK,Aplastic anaemia,CRITICAL,,,,
